,Temperature,Humidity,PM2,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air_Quality
1209,25.4,76.7,10.3,19.4,22.7,10.5,1.19,7.8,609,Moderate
1210,38.4,73.3,78.9,94.5,23.9,23.0,2.03,4.1,615,Poor
1211,31.9,66.3,38.8,40.0,30.6,9.3,1.55,6.2,381,Moderate
1212,44.2,79.7,4.9,23.6,34.4,18.1,1.76,4.1,724,Poor
1213,44.4,70.0,7.1,19.5,23.3,11.6,1.71,5.1,762,Poor
1214,28.8,49.0,0.4,9.3,35.2,7.3,1.43,5.4,553,Moderate
1215,53.1,57.3,72.3,84.6,45.0,6.4,1.95,3.2,857,Hazardous
1216,32.4,57.8,18.0,29.1,26.1,9.8,1.71,7.4,299,Moderate
1217,25.1,54.5,13.9,16.1,21.2,6.5,1.02,10.4,300,Good
1218,23.8,42.1,2.5,7.3,15.1,3.8,1.12,12.8,529,Good
1219,26.3,91.1,142.3,157.0,30.5,6.5,1.18,7.1,480,Moderate
1220,38.9,83.7,26.5,48.9,44.0,14.6,1.83,3.8,645,Poor
1221,32.2,55.6,9.9,20.0,25.2,14.1,1.75,6.1,516,Moderate
1222,33.9,63.1,2.2,11.7,21.1,17.9,2.55,8.9,680,Poor
1223,32.2,68.5,12.0,23.4,26.2,9.3,1.52,6.1,370,Moderate
1224,27.2,60.5,1.3,4.7,22.7,3.7,0.95,16.1,241,Good
1225,31.2,51.4,28.1,41.1,15.6,12.1,1.44,5.7,386,Moderate
1226,28.3,56.4,22.1,30.3,28.0,0.6,1.48,8.2,331,Moderate
1227,23.9,66.7,4.6,7.9,15.4,7.1,0.95,12.4,362,Good
1228,33.8,80.4,17.5,32.8,21.1,12.3,1.51,5.0,361,Moderate
1229,49.6,79.9,13.4,26.4,37.8,28.8,2.71,3.3,639,Hazardous
1230,32.3,72.8,3.4,30.6,42.3,2.8,2.04,4.5,636,Hazardous
1231,43.0,83.1,58.2,80.2,34.7,9.1,1.88,6.0,375,Poor
1232,34.7,80.3,2.8,10.9,17.2,8.8,1.56,5.2,324,Moderate
1233,37.7,107.5,22.7,53.0,37.1,25.3,2.58,5.1,543,Hazardous
1234,24.6,42.1,0.9,10.3,23.4,9.1,0.83,11.5,545,Good
1235,29.5,79.8,12.8,29.8,33.2,13.3,1.1,5.9,389,Moderate
1236,27.7,60.2,0.4,5.7,25.3,6.2,1.05,12.9,218,Good
1237,26.8,98.6,0.9,21.6,34.8,12.9,2.0,6.6,712,Poor
1238,30.1,75.1,20.5,33.4,28.2,5.4,1.44,6.2,648,Moderate
1239,22.3,65.7,1.0,5.7,26.8,3.5,0.91,13.3,282,Good
1240,28.0,86.9,7.1,16.5,19.6,7.8,1.77,5.7,665,Moderate
1241,35.4,75.0,10.0,18.8,24.0,13.6,1.5,6.2,390,Moderate
1242,36.0,75.3,43.4,59.5,35.1,22.1,1.97,3.6,468,Poor
1243,27.1,74.1,4.7,8.7,25.3,5.9,1.0,13.5,555,Good
1244,24.9,66.0,5.4,7.5,25.0,0.7,1.09,10.9,263,Good
1245,23.2,69.7,5.8,14.1,24.6,3.5,0.97,12.3,579,Good
1246,34.9,63.0,59.7,69.2,29.5,8.2,1.07,5.2,568,Moderate
1247,44.8,97.8,35.2,58.0,38.3,29.6,2.8,6.3,816,Hazardous
1248,41.3,90.6,70.6,88.5,45.0,30.2,2.93,6.8,902,Hazardous
1249,33.5,82.9,21.9,45.6,37.1,20.9,1.72,4.7,591,Poor
1250,27.7,83.6,3.8,19.9,32.9,17.8,2.09,5.3,632,Poor
1251,38.6,111.4,9.9,20.0,36.3,22.5,1.74,7.5,591,Poor
1252,24.1,72.6,27.7,36.5,35.3,6.5,1.95,8.4,493,Moderate
1253,26.8,60.2,4.4,10.1,25.7,4.5,1.29,12.6,234,Good
1254,33.8,66.1,55.5,79.2,35.2,18.6,2.06,4.5,636,Poor
1255,18.5,57.3,7.7,11.1,22.8,4.7,1.1,10.2,600,Good
1256,30.3,69.4,41.8,51.2,22.5,5.8,1.57,6.1,434,Moderate
1257,23.8,44.4,7.5,11.9,23.1,3.1,0.9,11.5,602,Good
1258,24.8,39.8,58.4,68.2,26.5,3.7,0.93,16.5,397,Good
1259,26.8,83.0,53.4,69.0,17.6,15.2,1.82,7.5,668,Moderate
1260,26.5,51.7,0.7,5.3,10.7,7.1,1.05,10.2,555,Good
1261,33.4,52.7,53.5,63.4,26.5,10.0,1.32,12.4,329,Moderate
1262,31.6,100.3,6.4,21.2,43.5,14.5,1.79,8.1,558,Poor
1263,32.2,60.7,48.9,65.1,41.1,14.4,2.79,2.9,875,Hazardous
1264,39.1,66.8,9.7,21.2,34.1,5.4,2.33,6.6,679,Poor
1265,22.4,42.8,1.1,8.7,15.2,7.0,1.03,12.1,216,Good
1266,27.2,46.3,14.8,18.8,19.7,7.3,1.05,10.8,496,Good
1267,30.1,91.0,32.1,38.5,23.7,10.6,1.44,6.0,363,Moderate
1268,32.8,58.9,30.1,52.0,33.6,22.4,1.73,3.4,476,Poor
1269,29.6,76.1,31.0,48.7,51.2,9.3,2.7,2.9,788,Hazardous
1270,22.6,43.5,21.0,24.9,24.5,4.8,0.99,10.0,284,Good
1271,25.4,71.8,1.8,11.8,21.3,10.2,1.33,7.2,506,Moderate
1272,21.8,73.4,12.1,12.0,26.2,6.6,1.04,25.8,224,Good
1273,29.9,51.4,2.8,14.2,23.7,10.0,1.43,9.0,321,Moderate
1274,22.8,67.9,66.8,79.8,28.3,4.3,1.17,5.9,397,Moderate
1275,42.5,80.9,33.3,44.4,34.1,11.1,2.28,4.2,682,Poor
1276,37.4,105.6,22.8,44.9,31.1,9.5,2.68,3.6,563,Poor
1277,36.6,109.9,0.4,16.4,39.9,13.0,1.57,5.9,690,Poor
1278,29.1,77.1,61.8,76.5,28.5,8.4,1.71,5.7,591,Moderate
1279,29.7,72.2,9.0,10.4,19.6,5.6,1.09,10.6,409,Good
1280,29.9,84.5,11.5,24.0,22.2,7.7,1.69,5.1,424,Moderate
1281,22.8,52.5,10.8,16.0,15.5,9.5,1.07,11.2,489,Good
1282,35.9,69.9,6.2,17.2,34.0,12.5,2.18,7.0,447,Poor
1283,30.6,41.9,7.0,11.5,17.0,6.5,1.12,11.3,486,Good
1284,35.2,85.5,0.5,12.4,30.8,12.2,1.91,6.9,318,Moderate
1285,20.6,60.3,33.8,38.3,19.9,1.1,1.07,10.1,207,Good
1286,22.5,40.7,26.5,31.8,26.4,7.0,1.18,10.9,452,Good
1287,26.8,75.7,16.6,23.9,21.0,1.6,1.01,11.4,390,Good
1288,36.4,111.6,35.8,67.0,43.1,8.3,2.32,8.3,813,Hazardous
1289,25.1,42.6,12.3,20.1,25.0,6.3,1.08,13.7,455,Good
1290,36.2,63.6,16.1,27.3,23.4,9.6,1.73,7.6,574,Moderate
1291,35.4,78.9,3.9,15.7,33.5,15.8,1.97,4.9,695,Poor
1292,40.3,66.1,11.8,21.0,43.4,15.8,2.02,6.2,824,Poor
1293,22.7,89.6,19.5,35.4,27.0,10.8,1.37,6.3,632,Moderate
1294,32.7,93.0,12.6,23.5,23.5,0.8,1.51,6.0,598,Moderate
1295,33.3,73.1,21.6,33.1,44.5,7.4,1.98,8.8,723,Poor
1296,28.0,65.5,0.3,7.1,11.8,5.9,1.12,14.3,337,Good
1297,29.1,76.2,2.0,7.3,20.3,5.4,0.98,17.9,404,Good
1298,25.9,59.9,2.4,6.1,31.7,13.9,1.47,5.8,388,Moderate
1299,42.0,77.9,9.5,31.0,37.6,17.0,2.38,12.0,484,Hazardous
1300,32.9,63.1,12.1,17.5,24.7,12.3,1.57,5.1,467,Moderate
1301,29.8,85.5,6.2,15.4,34.0,4.5,1.34,11.3,405,Moderate
1302,32.0,88.8,4.7,13.5,29.4,11.5,1.62,7.9,604,Moderate
1303,34.1,79.1,165.5,190.7,45.3,9.0,1.95,5.3,846,Hazardous
1304,42.8,116.1,10.3,31.6,36.9,15.3,2.34,4.1,755,Hazardous
1305,35.5,86.0,75.7,86.8,19.8,12.1,1.79,8.6,612,Moderate
1306,26.2,52.6,11.3,11.5,29.3,14.6,1.55,7.3,397,Moderate
1307,26.1,54.5,1.5,5.8,17.2,3.1,0.98,17.9,327,Good
1308,19.1,64.9,2.5,10.5,26.0,6.0,1.08,10.4,368,Good
1309,34.1,72.9,2.2,15.6,33.6,4.9,1.43,5.6,526,Moderate
1310,23.2,88.9,55.5,60.9,31.4,13.1,1.19,5.5,351,Moderate
1311,27.6,79.3,14.0,40.2,37.6,10.6,2.24,3.6,608,Poor
1312,19.5,42.7,3.8,8.6,23.8,1.7,1.06,10.4,390,Good
1313,31.2,54.0,16.4,22.8,23.0,3.9,1.59,9.4,492,Moderate
1314,31.5,53.9,2.5,10.8,29.9,12.7,1.58,5.3,395,Moderate
1315,47.7,69.2,41.8,50.7,38.3,22.2,2.58,5.9,651,Poor
1316,27.7,81.8,1.1,8.9,26.5,20.1,1.33,5.2,317,Moderate
1317,24.6,52.4,4.1,18.1,27.0,14.7,1.4,8.8,356,Moderate
1318,36.4,107.9,16.4,32.0,25.7,14.7,2.03,3.6,686,Poor
1319,31.2,54.1,8.2,15.0,16.3,4.6,0.88,14.8,531,Good
1320,37.6,94.4,19.5,27.3,50.3,6.2,2.47,3.7,889,Hazardous
1321,27.4,76.3,10.4,14.1,10.3,5.4,0.91,10.3,328,Good
1322,29.0,79.2,66.5,82.1,25.8,16.7,1.51,5.3,575,Moderate
1323,26.5,41.4,6.8,11.8,26.6,6.4,0.88,12.4,383,Good
1324,25.0,63.5,24.7,27.0,16.1,2.0,0.91,15.9,407,Good
1325,41.0,82.3,90.1,109.2,48.8,27.5,1.52,4.3,450,Poor
1326,26.5,79.2,51.0,58.8,22.3,12.0,1.54,5.2,344,Moderate
1327,36.0,75.2,4.7,10.5,33.5,0.4,1.72,6.5,336,Moderate
1328,23.6,76.1,1.2,5.8,25.8,4.5,1.01,10.2,306,Good
1329,26.7,48.8,19.7,23.8,31.8,5.3,1.27,5.3,538,Moderate
1330,28.2,75.8,164.9,168.7,22.9,15.4,1.53,5.5,346,Moderate
1331,31.6,105.9,0.4,15.7,38.4,11.9,1.34,6.5,421,Poor
1332,21.8,43.3,1.3,5.1,19.8,8.0,0.84,10.6,451,Good
1333,29.4,56.0,24.3,41.9,30.5,5.3,1.64,12.5,375,Moderate
1334,34.6,86.1,17.8,28.9,37.4,10.2,1.44,6.4,414,Moderate
1335,30.5,62.3,13.3,18.8,19.7,5.2,1.01,11.4,495,Good
1336,26.5,86.3,28.0,54.1,56.6,9.6,2.02,4.8,603,Hazardous
1337,33.5,58.9,12.1,29.4,49.8,16.7,2.02,3.1,678,Hazardous
1338,24.4,59.3,8.9,15.7,26.4,6.6,0.94,10.4,576,Good
1339,22.6,54.6,20.7,25.1,14.1,4.0,1.04,16.1,429,Good
1340,25.6,87.4,23.6,32.3,29.2,3.1,1.59,6.2,582,Moderate
1341,24.6,71.2,21.1,41.7,27.0,17.7,1.93,3.4,528,Poor
1342,42.2,83.4,40.3,49.7,36.8,15.8,1.39,3.5,766,Poor
1343,28.3,82.7,11.7,19.7,28.6,14.5,1.27,5.2,430,Moderate
1344,39.8,78.5,21.5,41.4,32.3,29.5,2.5,5.8,790,Poor
1345,24.4,66.2,2.9,8.6,20.8,5.6,0.93,13.1,467,Good
1346,20.3,63.0,21.7,24.1,16.5,4.3,0.89,17.1,191,Good
1347,21.3,48.3,2.4,5.8,15.5,6.3,1.08,10.5,296,Good
1348,28.4,44.5,8.7,16.6,25.0,0.9,1.03,10.3,208,Good
1349,22.2,43.1,5.1,9.0,15.7,3.2,1.0,10.7,377,Good
1350,31.3,73.8,33.8,46.6,31.0,22.8,1.92,4.6,681,Poor
1351,26.3,74.5,12.7,18.3,21.1,1.1,1.01,13.1,365,Good
1352,30.9,60.3,56.3,68.7,22.8,10.5,1.4,7.4,426,Moderate
1353,27.8,75.4,6.0,14.4,16.8,12.8,1.47,5.7,539,Moderate
1354,32.3,80.6,11.0,17.6,25.8,3.1,1.26,6.7,670,Moderate
1355,26.0,66.5,1.7,5.4,20.2,5.8,1.0,10.2,399,Good
1356,23.5,60.1,0.4,7.2,17.2,6.1,1.02,10.1,384,Good
1357,25.7,67.7,43.0,52.4,22.5,7.2,1.35,6.0,415,Moderate
1358,24.0,45.3,20.8,25.7,12.9,3.6,0.77,13.4,346,Good
1359,31.8,80.1,5.6,7.6,24.4,16.6,1.56,10.4,679,Moderate
1360,33.2,90.6,42.9,57.2,22.4,13.0,2.44,7.5,497,Poor
1361,27.4,73.5,17.1,22.1,15.7,8.3,0.92,12.0,572,Good
1362,35.1,82.5,3.8,13.0,45.4,3.9,2.24,3.7,703,Poor
1363,33.1,61.0,27.7,39.2,25.8,10.2,1.84,4.8,448,Poor
1364,22.9,50.0,19.2,23.4,18.8,6.0,0.95,12.2,225,Good
1365,31.4,94.3,68.9,72.8,24.0,14.3,1.99,6.7,347,Moderate
1366,23.9,65.3,26.1,33.5,22.3,1.4,1.03,12.6,499,Good
1367,38.6,72.2,48.8,67.7,36.2,28.6,2.21,3.0,860,Hazardous
1368,49.8,79.2,70.1,82.7,50.3,20.6,1.91,5.2,617,Poor
1369,23.1,60.1,1.5,8.0,19.3,6.3,1.08,13.3,340,Good
1370,26.9,53.5,20.0,28.4,29.5,5.3,1.36,8.5,313,Moderate
1371,28.7,77.3,23.1,24.7,12.1,7.6,1.02,10.7,577,Good
1372,31.0,71.4,4.3,10.3,19.5,7.9,0.99,11.1,212,Good
1373,32.8,73.6,18.6,39.5,21.4,12.2,2.21,4.4,590,Poor
1374,22.4,57.3,5.8,9.6,23.6,4.3,1.08,11.0,595,Good
1375,27.2,52.7,7.4,13.9,22.2,5.4,0.94,11.4,577,Good
1376,26.6,64.1,3.0,11.3,26.8,3.7,0.95,11.1,550,Good
1377,22.9,52.6,7.6,15.3,26.3,4.4,0.99,11.1,517,Good
1378,30.7,71.1,26.1,34.5,19.0,3.2,0.78,11.3,512,Good
1379,20.2,40.4,3.6,13.5,20.5,5.4,1.03,11.9,475,Good
1380,26.2,80.8,10.2,16.3,13.9,3.2,0.86,12.0,328,Good
1381,25.4,73.2,28.7,35.4,12.3,6.0,1.13,10.1,371,Good
1382,33.4,59.9,33.0,41.0,25.4,10.8,1.64,7.0,406,Moderate
1383,26.7,41.7,13.2,18.9,18.9,6.3,0.9,12.3,550,Good
1384,34.5,71.4,29.5,52.6,37.9,17.1,2.09,3.9,744,Poor
1385,40.5,70.4,35.8,44.7,22.2,9.7,1.33,5.5,398,Moderate
1386,35.6,75.3,48.1,63.6,43.7,29.2,3.03,2.9,587,Hazardous
1387,27.1,79.9,31.7,50.9,47.6,5.2,2.0,6.8,447,Poor
1388,26.7,85.4,4.9,11.9,26.3,19.4,2.22,5.2,421,Poor
1389,39.2,111.2,25.7,46.9,45.6,25.2,2.25,4.5,692,Hazardous
1390,38.1,96.6,59.5,79.6,40.5,24.4,2.41,4.9,863,Hazardous
1391,26.5,78.9,6.3,18.5,34.9,11.6,1.95,5.0,555,Moderate
1392,23.2,40.3,2.3,8.9,19.5,5.7,0.89,11.1,255,Good
1393,33.6,48.8,19.2,27.3,17.1,4.3,1.04,11.1,267,Good
1394,27.0,67.8,24.8,28.9,12.9,3.9,1.1,14.7,559,Good
1395,41.9,90.1,26.6,50.7,46.3,18.2,2.38,5.1,531,Hazardous
1396,29.9,78.6,25.1,30.1,26.5,7.2,1.49,7.3,323,Moderate
1397,26.4,76.0,16.0,32.9,31.8,10.6,2.15,4.8,548,Poor
1398,32.6,71.9,48.0,60.0,30.8,6.8,2.0,5.0,388,Moderate
1399,16.7,52.9,0.0,7.3,19.9,6.9,0.95,11.0,229,Good
1400,21.5,59.9,4.1,5.5,15.1,7.1,0.97,11.8,365,Good
1401,29.9,54.2,24.6,38.5,30.9,14.1,1.67,7.0,359,Moderate
1402,30.6,47.9,14.4,18.8,16.1,2.4,1.05,12.4,386,Good
1403,29.2,77.7,35.4,36.1,37.1,17.9,2.24,6.6,571,Poor
1404,29.4,42.7,1.7,7.8,19.1,4.5,0.84,13.4,228,Good
1405,33.3,66.3,13.6,25.8,19.3,12.9,1.41,8.4,460,Moderate
1406,28.9,53.4,5.4,22.0,26.2,18.6,1.44,6.7,449,Moderate
1407,34.1,62.3,130.0,137.4,33.6,7.1,2.04,4.1,442,Poor
1408,28.7,67.4,11.0,15.2,19.2,8.3,1.13,10.3,481,Good
1409,35.3,65.3,25.6,36.8,19.2,6.0,1.57,5.5,576,Moderate
1410,27.9,48.1,1.3,14.6,32.5,0.9,1.55,7.0,449,Moderate
1411,24.1,74.7,5.1,12.1,10.5,6.4,1.07,11.0,454,Good
1412,31.3,100.0,11.1,35.6,39.1,35.8,1.95,2.8,754,Hazardous
1413,30.4,78.9,17.5,30.8,26.1,7.9,1.39,6.3,608,Moderate
1414,26.8,67.2,7.9,17.1,25.1,6.7,0.99,11.9,547,Good
1415,28.6,83.1,19.9,29.1,35.8,12.3,1.93,7.4,674,Moderate
1416,25.8,62.6,11.7,16.7,10.0,6.6,1.01,15.8,413,Good
1417,28.9,49.8,0.3,1.5,20.5,8.5,1.13,11.4,485,Good
1418,42.9,104.0,52.5,80.9,22.9,13.0,2.42,4.4,680,Poor
1419,44.2,101.0,2.6,10.2,30.3,24.3,1.91,3.5,408,Poor
1420,21.0,93.8,6.3,19.4,37.5,13.6,2.18,3.9,669,Poor
1421,31.3,84.7,35.5,42.0,17.9,11.1,1.23,5.6,509,Moderate
1422,23.0,48.9,0.5,8.8,20.2,4.5,1.08,11.9,496,Good
1423,38.5,95.4,66.9,92.3,46.0,15.7,2.63,4.1,654,Hazardous
1424,29.6,46.2,0.8,4.4,26.8,3.6,1.03,11.9,300,Good
1425,40.3,73.4,11.3,29.9,31.4,25.3,2.11,3.9,380,Poor
1426,41.2,85.9,3.4,21.2,39.6,8.4,2.27,3.5,689,Poor
1427,29.1,41.5,0.9,4.8,18.7,3.4,1.02,12.6,337,Good
1428,26.7,53.8,6.9,21.8,25.3,7.7,1.59,6.4,295,Moderate
1429,29.7,69.0,18.0,26.3,28.9,9.8,1.58,5.4,674,Moderate
1430,29.5,69.8,5.9,21.1,27.6,18.9,1.82,3.6,694,Poor
1431,40.0,83.4,5.0,25.6,45.0,14.5,2.4,4.7,927,Hazardous
1432,31.6,77.8,12.3,18.1,31.8,8.9,1.72,3.8,590,Poor
1433,29.5,67.3,5.1,11.7,20.5,3.6,1.11,11.2,379,Good
1434,32.2,66.7,22.8,34.7,29.6,17.6,2.69,9.1,441,Poor
1435,28.7,63.9,13.5,25.3,16.2,10.9,1.17,6.3,478,Moderate
1436,26.4,51.1,0.7,3.6,27.8,9.6,1.09,10.9,281,Good
1437,37.0,100.4,19.8,34.2,32.7,15.8,2.18,3.9,745,Poor
1438,32.2,84.1,4.3,13.3,20.1,12.6,1.38,6.7,401,Moderate
1439,22.9,50.1,7.0,13.7,12.1,8.4,1.09,13.6,589,Good
1440,31.5,73.7,1.1,24.1,37.5,23.6,1.78,5.4,533,Poor
1441,52.3,74.5,14.9,24.0,29.7,19.3,1.78,3.6,515,Poor
1442,35.7,82.0,40.5,57.9,25.3,13.6,2.14,7.7,614,Poor
1443,32.2,70.0,3.5,10.2,25.4,19.3,2.59,3.9,735,Poor
1444,35.6,57.6,19.4,33.5,35.1,10.0,1.57,5.1,424,Moderate
1445,23.4,54.7,4.0,12.3,24.1,2.8,0.87,10.2,433,Good
1446,24.8,80.3,9.2,14.0,12.2,4.8,0.9,11.1,277,Good
1447,31.3,75.0,37.8,47.1,32.6,11.0,1.87,5.6,451,Poor
1448,27.2,42.8,12.5,15.0,14.6,3.3,1.1,10.9,284,Good
1449,26.2,64.2,1.9,6.6,19.7,6.2,1.05,13.8,369,Good
1450,51.1,70.0,2.2,3.8,39.8,20.1,2.65,4.2,684,Hazardous
1451,33.8,71.4,35.9,59.1,36.1,15.0,1.74,3.6,619,Poor
1452,34.6,80.3,8.6,29.2,31.5,7.4,1.28,9.5,326,Moderate
1453,34.6,71.6,21.7,37.5,30.7,16.4,2.18,4.1,754,Poor
1454,27.4,78.0,5.0,21.9,33.8,16.5,1.57,5.6,468,Moderate
1455,26.8,42.1,5.4,11.7,20.1,4.5,0.85,13.1,276,Good
1456,33.2,72.0,4.1,16.3,24.8,6.6,2.02,5.9,662,Poor
1457,40.8,93.8,11.3,27.2,53.4,23.2,2.72,4.7,688,Hazardous
1458,16.0,64.1,13.4,18.9,24.4,2.0,1.0,12.2,487,Good
1459,30.9,73.7,5.5,10.2,32.5,2.3,1.83,6.9,653,Moderate
1460,35.0,80.2,11.9,24.4,30.4,14.1,1.71,4.5,617,Poor
1461,31.2,86.3,39.3,52.8,16.8,9.9,1.73,5.9,571,Moderate
1462,26.0,86.8,85.4,95.8,24.8,3.9,1.23,5.4,481,Moderate
1463,25.4,74.2,40.6,46.1,19.7,9.9,1.32,6.1,459,Moderate
1464,38.5,83.8,19.5,31.0,28.0,14.3,2.22,7.3,443,Poor
1465,30.9,89.0,7.3,30.9,37.3,6.8,2.21,4.4,660,Poor
1466,45.5,67.6,51.4,64.5,36.9,9.4,1.93,4.2,467,Poor
1467,23.2,86.5,3.1,21.4,22.3,15.0,1.56,7.3,601,Moderate
1468,38.9,77.5,5.2,25.6,43.7,15.4,2.32,4.2,610,Poor
1469,32.8,63.6,33.1,54.9,33.0,19.6,1.48,4.7,655,Poor
1470,49.9,91.6,26.6,51.1,31.8,29.0,2.48,5.4,849,Hazardous
1471,30.8,84.4,34.2,50.3,27.8,16.1,1.3,5.1,416,Moderate
1472,26.6,66.0,2.2,3.7,27.7,11.7,1.63,6.6,395,Moderate
1473,40.6,92.2,80.4,103.6,45.8,12.1,1.97,6.8,744,Poor
1474,26.0,45.3,5.3,12.4,27.4,7.2,0.78,18.9,546,Good
1475,33.0,47.0,16.4,23.0,26.3,4.9,1.22,9.8,655,Moderate
1476,17.7,75.2,3.5,8.0,18.6,2.0,1.04,13.0,593,Good
1477,31.5,55.4,50.2,68.7,31.5,6.0,2.13,4.4,529,Poor
1478,40.0,94.4,19.9,49.3,51.0,22.5,2.47,4.1,601,Hazardous
1479,39.5,70.4,9.9,30.3,48.3,36.8,2.68,3.2,896,Hazardous
1480,25.3,73.8,6.5,19.1,32.4,12.6,1.2,5.5,419,Moderate
1481,18.9,63.2,6.2,8.0,13.9,5.0,1.09,10.3,410,Good
1482,28.2,73.5,3.8,14.8,24.8,11.1,1.11,7.0,577,Moderate
1483,34.3,102.4,38.8,58.4,40.4,12.8,2.09,2.7,811,Hazardous
1484,27.8,56.7,6.7,18.0,26.9,6.1,1.64,6.1,371,Moderate
1485,26.7,52.8,27.3,31.8,15.6,1.9,0.89,11.9,318,Good
1486,38.2,110.1,0.1,12.5,41.7,15.8,1.98,6.2,709,Poor
1487,27.8,79.0,16.6,24.0,25.5,5.2,1.06,10.3,359,Good
1488,22.1,41.0,14.8,20.3,12.8,4.9,1.18,15.0,217,Good
1489,22.9,57.4,15.9,22.8,20.6,7.5,0.91,10.4,336,Good
1490,21.9,45.1,13.9,15.3,26.3,1.4,0.92,11.4,262,Good
1491,22.7,68.4,14.6,25.8,26.5,3.0,1.37,5.4,321,Moderate
1492,22.4,69.0,9.2,12.2,18.7,4.0,1.15,12.8,245,Good
1493,26.1,61.7,5.3,8.6,19.5,9.1,1.07,15.4,381,Good
1494,23.9,62.9,8.9,17.3,17.4,4.5,0.93,13.6,494,Good
1495,24.6,62.7,13.5,17.9,29.4,7.9,1.51,6.2,510,Moderate
1496,25.4,80.0,3.5,11.4,24.1,8.9,1.03,13.7,373,Good
1497,25.5,63.8,2.2,4.3,24.9,4.7,1.1,13.4,459,Good
1498,27.8,42.1,1.5,5.3,13.5,3.8,1.09,10.8,527,Good
1499,28.2,61.2,1.2,10.9,22.7,7.1,1.86,8.6,501,Moderate
1500,37.7,83.0,109.4,119.8,43.1,11.3,1.64,6.1,614,Poor
1501,31.3,73.4,72.8,88.8,54.1,17.1,2.54,2.6,755,Hazardous
1502,30.4,51.1,1.2,8.0,17.1,4.7,1.0,11.6,576,Good
1503,42.6,106.6,82.4,97.2,50.6,16.0,3.17,2.8,719,Hazardous
1504,32.4,88.5,37.8,57.3,48.5,21.2,2.23,3.4,769,Hazardous
1505,24.0,43.4,5.4,9.5,15.8,1.7,0.98,11.0,441,Good
1506,28.2,62.7,0.1,7.5,17.4,4.7,0.87,12.0,528,Good
1507,31.2,62.3,0.9,8.7,20.4,15.0,1.49,8.6,599,Moderate
1508,33.2,57.3,6.3,20.3,31.2,5.8,1.69,8.2,316,Moderate
1509,43.4,78.1,37.0,52.3,44.6,16.0,2.03,2.5,799,Hazardous
1510,36.0,89.8,33.0,47.9,26.0,-0.1,1.74,4.3,490,Poor
1511,33.1,57.8,17.2,33.0,28.3,9.2,1.38,5.2,642,Moderate
1512,34.4,94.5,25.5,48.8,26.3,9.9,1.47,9.3,457,Poor
1513,23.1,39.7,23.4,27.8,20.4,9.6,1.06,10.5,314,Good
1514,23.7,52.4,0.3,4.5,18.7,6.3,1.04,10.7,313,Good
1515,42.0,77.8,36.0,43.7,52.3,22.3,2.42,5.6,846,Hazardous
1516,35.8,80.0,37.1,44.5,38.0,14.8,2.03,3.5,538,Hazardous
1517,32.0,89.4,3.6,17.4,21.8,15.8,1.34,5.4,325,Moderate
1518,23.8,79.3,9.2,10.6,22.5,5.5,1.05,12.3,544,Good
1519,26.6,95.9,163.1,172.9,32.4,22.5,1.84,4.2,590,Poor
1520,27.0,73.6,0.9,3.1,13.9,4.4,1.2,10.2,488,Good
1521,35.3,70.3,27.3,31.9,27.4,11.1,1.75,9.3,635,Moderate
1522,25.8,68.3,12.6,19.0,13.0,6.6,1.09,11.2,310,Good
1523,22.3,66.1,11.3,15.4,26.8,14.1,1.32,5.5,497,Moderate
1524,36.7,44.6,2.4,5.8,28.8,18.1,1.63,8.7,502,Poor
1525,31.4,81.3,12.3,15.1,31.7,11.9,1.44,5.5,447,Moderate
1526,22.5,56.1,27.4,33.8,19.0,5.4,0.87,16.6,492,Good
1527,35.3,82.2,73.9,91.1,34.3,7.1,2.54,5.5,659,Poor
1528,31.3,71.5,20.2,28.6,21.6,4.4,1.02,13.7,306,Good
1529,31.7,71.7,18.9,24.8,13.5,3.7,0.78,23.4,369,Good
1530,28.3,70.2,47.1,53.9,28.6,11.5,1.59,7.7,604,Moderate
1531,55.9,87.8,33.9,52.7,28.6,17.5,2.51,2.9,834,Hazardous
1532,28.7,69.0,19.1,33.7,19.4,11.0,1.24,9.7,589,Moderate
1533,18.0,43.2,5.4,10.0,16.4,2.2,1.07,14.5,571,Good
1534,27.6,51.3,6.0,12.7,32.6,6.4,1.44,5.1,386,Moderate
1535,26.6,49.0,8.9,12.6,15.1,0.3,0.79,11.8,337,Good
1536,28.7,55.1,20.5,23.6,17.3,2.6,0.86,11.9,347,Good
1537,30.3,58.1,1.8,13.5,29.6,6.5,1.54,8.5,524,Moderate
1538,20.6,88.6,47.9,57.9,28.9,12.3,1.94,5.4,412,Moderate
1539,23.5,62.3,6.9,13.9,18.3,4.1,0.92,11.4,196,Good
1540,26.6,56.1,1.6,4.6,23.2,4.4,0.87,10.2,322,Good
1541,36.6,93.3,46.6,54.0,29.8,19.6,2.12,4.7,624,Poor
1542,29.2,73.0,26.4,30.5,9.3,4.1,1.14,11.2,350,Good
1543,31.9,70.7,20.2,28.7,29.2,9.7,1.39,6.4,689,Moderate
1544,23.1,50.9,6.1,9.2,14.0,8.3,0.87,11.0,287,Good
1545,20.9,62.3,7.4,11.1,20.6,3.0,0.96,13.1,295,Good
1546,39.8,108.4,30.3,39.3,32.2,21.5,2.03,3.0,572,Hazardous
